Company Names,Cars Names,Engines,CC/Battery Capacity,Horse Power Final,Total Speed,Performance(0 - 100 )KM/H,Car Prices Final,Fuel Types,Seats,Torque Final
Peugeot,3008 GT Hybrid,Hybrid I4,,300,235,6,45000,Hybrid,5,400
Peugeot,Expert Electric,Electric Motor,,136,130,9.5,45000,Electric,5,260
Peugeot,208 PSE (Peugeot Sport Engineered),Hybrid I4,,225,250,5.5,45000,Hybrid,5,360
Mazda,Eunos Cosmo,2.0L Twin-Rotor Turbo,2000,280,240,6,45000,Petrol,4,300
Nissan,Silvia,2.0L Turbo Inline-4,1998,,235,5.9,45000,Petrol,4,275
Audi,A5 COUPE,I4,1984,248,240,6.3,45000,Petrol,4,500
Volkswagen,Golf R Cabriolet,2.0L I4 Turbo,1984,265,250,5.9,45000,Petrol,4,380
Toyota,GR YARIS,"1.6L,TURBOCHARGED INLINE-3",1618,268,230,5.5,45000,Petrol,4,390
Nissan,Datsun 240Z (Classic),2.4L Inline-6,2393,,210,8,45000,Petrol,2,198
Nissan,Datsun 240Z,2.4L Inline-6,2393,,210,8,45000,Petrol,2,198
Volkswagen,Golf R,2.0L Turbo I4,1984,315,250,4.6,44640,Petrol,5,420
Jeep,Renegade 4xe,1.3L Turbo PHEV,,240,200,7.5,44500,Hybrid,5,270
Cadillac,XT5,3.6L V6 Gasoline,3600,310,210,6.5,44195,Petrol,5,366
Toyota,SIENNA,V6,2494,245,190,8,44150,Petrol/Hybrid,7,360
Kia,Telluride EX,3.8L V6,3778,291,240,7,44000,Petrol,7,355
Nissan,Pathfinder Rock Creek Edition,3.5L V6,3498,,195,7.2,44000,Petrol,7,351
Chevrolet,Blazer,3.6L V6 Gasoline,3600,308,220,6.6,44000,Petrol,5,366
Gmc,Canyon Denali Black Edition,3.6L V6 engine,3564,308,180,6.9,44000,Petrol,5,373
Honda,CIVIC TYPE R,I4,1996,315,272,5.7,44000,Petrol,5,400
Bmw,125D,I4,1995,224,240,6.3,44000,Diesel,5,400
Peugeot,508 Plug-In Hybrid,Hybrid I4 + Electric Motor,,225,210,7.5,44000,Hybrid,5,360
Gmc,Sierra 2500HD,6.6L V8 Diesel,6600,401,175,7.5,43900,Diesel,6,629
Gmc,Canyon AT4,2.7L Turbo 4-cylinder,2700,310,190,7.5,43900,Petrol,5,583
Chevrolet,Traverse RS,3.6L V6 Gasoline,3600,310,210,7,43700,Petrol,7,360
Jeep,Grand Cherokee L,3.6L V6 Pentastar Gasoline,3600,293,209,7.2,43530,Petrol,7,352
Kia,Carnival MPV EX,3.5L V6,3500,290,220,8,43500,Petrol,8,355
Chevrolet,Camaro SS,6.2L V8 Gasoline,6200,455,290,4.3,43500,Petrol,4,617
Ford,Transit,EcoBlue Turbo Diesel,2000,170,160,12,43455,Diesel,15,405
Toyota,TUNDRA HYBRID,V6,3456,344,220,6.2,43400,Hybrid,5,650
Toyota,BZ4X,ELECTRIC,,218,200,7.5,43400,Electric,5,330
Audi,Q5,I4,1984,248,240,6.3,43000,Petrol,5,500
Nissan,X-Trail Tekna,1.5L Turbo Hybrid,1497,,190,8,43000,Hybrid,5,305
Nissan,Pathfinder Rock Creek,3.5L V6,3498,,190,7.4,42820,Petrol,7,351
Chevrolet,Silverado 1500,5.3L V8 Gasoline,5300,355,180,7,42795,Petrol,6,519
Kia,Carnival EX,3.5L V6,3500,290,220,8,42500,Petrol,8,355
Mitsubishi,Pajero,3.2L Diesel Turbo,3200,189,180,10.5,42500,Diesel,7,441
Nissan,Pathfinder Hybrid,2.5L Inline-4 Hybrid,2488,,190,7.7,42500,Hybrid,7,329
Mazda,CX-60,2.5L Inline-4,2500,187,200,8.5,42500,Petrol/Diesel,5,250
Mazda,Premacy Hydrogen RE Hybrid,1.3L Wankel + Electric,1308,200,180,9.5,42500,Hybrid,5,260
Mazda,Premacy Hydrogen RE,1.3L Wankel + Electric,1308,200,180,9.5,42500,Hybrid,5,260
Ford,Bronco,2.3L EcoBoost / 2.7L V6,,292,200,7.5,42500,Petrol,4,500
Jeep,Wrangler Rubicon,2.0L Turbo I4 Gasoline,2000,270,180,7.1,42100,Petrol,4,400
Kia,Sorento X-Line,2.5L Turbocharged 4-Cylinder,2500,277,220,7,42000,Petrol,7,421
Nissan,Infiniti G37*,3.7L V6,3696,,250,5.5,42000,Petrol,5,365
Bmw,128ti,I4,1998,261,250,6.1,42000,Petrol,5,400
Bmw,125i,I4,1998,224,240,6.1,42000,Petrol,5,400
Acura,RDX Turbo SH-AWD,Turbocharged I4,1500,272,210,6.6,42000,Petrol,5,400
Kia,SPORTAGE 2024(PLUG-IN HYBRID AWD),I4 + ELECTRIC,,261,180,7.9,42000,Plug-in Hybrid,5,350
Volkswagen,Tiguan eHybrid,1.4L I4 Turbo + Electric Motor,,245,200,7.5,42000,Hybrid,5,400
Peugeot,3008 Plug-In Hybrid,Hybrid I4 + Electric Motor,,225,210,7,42000,Hybrid,5,360
Nissan,NV3500,5.6L V8,5552,,170,9,42000,Petrol,2,525
Nissan,370Z Roadster,3.7L V6,3696,,250,5.5,41820,Petrol,2,366
Nissan,Infiniti Q60*,3.0L V6 Twin-Turbo,2997,,250,5,41750,Petrol,4,400
Jeep,Grand Cherokee,3.6L V6 Pentastar Gasoline,3600,293,209,7,41530,Petrol,5,352
Kia,Telluride LX,3.8L V6,3778,291,240,7,41500,Petrol,7,355
Mazda,CX-9,2.5L Turbocharged,2500,250,210,7.2,41500,Petrol,7,420
Chevrolet,Silverado 2500HD,6.6L V8 Gasoline,6600,401,170,8,41500,Petrol,6,629
Hyundai,IONIQ 6,Electric Motor,,320,185,5.2,41450,Electric,5,350
Gmc,Acadia AT4,3.6L V6 Gasoline,3600,310,210,7.6,41400,Petrol,6,366
Toyota,AVALON,V6,3456,301,220,6.9,41400,Petrol,5,400
Cadillac,XT4 Sport,2.0L Turbo Inline-4 Gasoline,2000,235,220,7.4,41390,Petrol,5,350
Jeep,Jeep Cherokee X Edition,3.2L V6 Pentastar Gasoline,3200,271,195,7.6,41295,Petrol,5,324
Cadillac,CT5 Premium Luxury,2.0L Turbo Inline-4 Gasoline,2000,237,240,6.8,41290,Petrol,5,350
Kia,SPORTAGE PHEV,I4 + ELECTRIC,,261,180,8,41000,Plug-in Hybrid,5,350
Hyundai,IONIQ 5,ELECTRIC MOTOR,,225,185,7.4,41000,Electric,5,350
Mitsubishi,Outlander PHEV,2.4L Hybrid,,248,170,10.5,41000,Hybrid,5,300
Hyundai,Santa Cruz,2.5L Turbocharged Inline-4,2500,281,215,6.5,40799,Petrol,5,400
Toyota,HIGHLANDER HYBRID,V6,3456,240,220,8.2,40400,Hybrid,7,350
Tesla,Model 3,Single Electric Motor (RWD),,283,225,5.8,40240,Electric,5,420
Honda,PILOT,V6,3471,285,209,6.3,40000,Petrol,8,360
Gmc,Acadia SLE,3.6L V6 engine,3564,310,210,6.6,40000,Petrol,7,366
Nissan,X-Terra Pro-4X,2.5L Inline-4,2498,,175,10.8,40000,Petrol,7,240
Toyota,INNOVA HYCROSS,2.0L HYBRID,1987,184,165,9.5,40000,Hybrid,7,250
Peugeot,5008 GT,Inline-4,1598,180,210,8.2,40000,Petrol,7,250
Nissan,TITAN,V8,5598,400,200,5.9,40000,Petrol,5,560
Volkswagen,Golf R32,3.2L VR6,3189,240,250,6.2,40000,Petrol,5,320
Volkswagen,Amarok,3.0L V6 Turbo Diesel,2967,210,180,7.9,40000,Diesel,5,550
Ford,Ranger (2024),I4 Turbo Diesel,2000,210,180,8,40000,Diesel,5,500
Bmw,120i XDRIVE,I4,1998,178,230,7.2,40000,Petrol,5,300
Kia,SPORTAGE 2024(SX TURBO AWD),I4,1998,240,210,6.5,40000,Petrol,5,400
Volkswagen,Passat CC,2.0L I4 Turbo,1984,240,240,7.3,40000,Petrol,5,280
Volkswagen,Golf TCR,2.0L I4 Turbo,1984,290,250,5.6,40000,Petrol,5,370
Volkswagen,Golf 4MOTION,2.0L Diesel I4,1968,167,250,4.9,40000,Petrol,5,400
Volkswagen,Passat Alltrack TDI,2.0L Diesel I4,1968,190,220,8,40000,Diesel,5,400
Peugeot,508 GT,Inline-4,1598,225,235,6.8,40000,Petrol,5,300
Nissan,Qashqai e-Power,1.5L Hybrid,1497,,200,7.5,40000,Hybrid,5,330
Hyundai,KONA Electric,Electric Motor,,200,200,6.1,40000,Electric,5,395
Volkswagen,Golf GTE,Plug-in Hybrid (1.4L I4 Turbo),,204,222,7.6,40000,Hybrid,5,350
Peugeot,e-2008 GT,Electric Motor,,136,200,8.5,40000,Electric,5,260
Jaguar Land Rover,Jaguar X-TYPE,I4 Petrol,,160,215,9,40000,Petrol,5,215
Peugeot,Partner Electric,Electric Motor,,136,130,9,40000,Electric,5,260
Ford,Edge,2.0L EcoBoost / 2.7L V6,,292,200,6.5,40000,Petrol,5,438
Volkswagen,Scirocco R,2.0L Turbo I4,1984,280,250,5.5,40000,Petrol,4,350
Mazda,RX-7,1.3L Rotary Twin-Turbo,1300,276,250,5.5,40000,Petrol,4,314
Nissan,NV400,2.3L Inline-4 Diesel,2298,,150,15,40000,Diesel,3,360
Volkswagen,Crafter,2.0L Turbo Diesel I4,1968,140,160,13,40000,Diesel,3,410
Mitsubishi,Canter (Truck),3.0L Diesel,3000,150,120,,40000,Diesel,2,370
Nissan,Z PROTO,V6,2998,400,290,4.1,40000,Petrol,2,475
Nissan,Z (Fairlady Z),3.0L Twin-Turbo V6,2997,,250,4.5,40000,Petrol,2,475
Toyota,TUNDRA,V8,5663,381,220,6.7,39900,Petrol,5,650
Volkswagen,ID.4,Electric,,252,160,7.8,39735,Electric,5,310
Kia,Carnival LXS,3.5L V6,3500,290,220,8,39500,Petrol,8,355
Mazda,CX-8,2.2L Diesel,2200,187,200,9.2,39000,Diesel,7,450
Nissan,Murano,3.5L V6,3498,,210,7.5,39000,Petrol,5,325
Bmw,120i M SPORT,I4,1998,178,230,7.1,39000,Petrol,5,300
Bmw,120D EFFICIENTDYNAMICS,I4,1995,163,225,7.7,39000,Diesel,5,400
Audi,A4,I4,1984,248,240,6.5,39000,Petrol,5,400
Nissan,Rogue Midnight Edition,1.5L Turbo Inline-3,1497,,180,8.2,39000,Petrol,5,300
Jeep,Gladiator,3.6L V6 Pentastar Gasoline,3600,285,177,8.1,38775,Petrol,5,353
Gmc,Terrain Denali,1.5L Turbo 4-cylinder,1500,175,190,9.5,38600,Petrol,5,275
Toyota,HIGHLANDER,V6,3456,295,220,7.2,38400,Petrol/Hybrid,7,370
Toyota,CROWN,HYBRID,2494,236,200,7.6,38400,Hybrid,5,400
Cadillac,CT5,2.0L Turbo Inline-4 Gasoline,2000,237,240,6.6,38195,Petrol,5,350
Peugeot,5008 GT Line,Inline-4,1598,180,200,9,38000,Petrol,7,250
Gmc,Canyon SLT,2.5L I4 engine,2488,200,175,8.6,38000,Petrol,5,259
Kia,SPORTAGE 2024(X-PRO PRESTIGE),I4,2480,187,200,8.1,38000,Petrol,5,400
Kia,SPORTAGE 2024(TOP TRIM),I4,1998,240,210,6.7,38000,Petrol,5,400
Nissan,X-Trail GT,2.0L Turbo Inline-4,1998,,215,6.4,38000,Petrol,5,310
Bmw,120D XDRIVE,I4,1995,190,230,6.9,38000,Diesel,5,400
Volkswagen,Golf Variant GTD,2.0L Diesel I4,1968,184,230,7.5,38000,Diesel,5,380
Nissan,Rogue Platinum,1.5L Turbo Inline-3,1497,,180,8.2,38000,Petrol,5,300
Hyundai,NEXO,Electric Motor,,161,180,7.8,38000,Hydrogen,5,400
Peugeot,e-2008,Electric Motor,,136,150,8.5,38000,Electric,5,260
Ford,Escape Plug-in Hybrid (2024),I4 Hybrid,,221,190,7.5,38000,Hybrid,5,210
Gmc,Sierra 1500 Pro,4.3L V6 engine,4300,285,180,7.5,37700,Petrol,3,413
Jeep,Cherokee,2.4L I4 Tigershark Gasoline,2400,180,195,8.5,37695,Petrol,5,230
Mitsubishi,Pajero Sport,2.4L Diesel Turbo,2400,181,180,11,37500,Diesel,7,430
Mitsubishi,Montero Sport,2.4L Diesel Turbo,2400,181,180,11,37500,Diesel,7,430
Mitsubishi,Montero GLX,2.4L Diesel Turbo,2400,181,180,11,37500,Diesel,7,430
Mitsubishi,Delica D:5,2.2L Diesel Turbo,2200,145,175,11,37500,Diesel,7,360
Mitsubishi,Sigma,3.0L V6,3000,210,220,8.5,37500,Petrol,5,270
Mitsubishi,Eclipse Cross PHEV,2.4L PHEV,2400,188,180,10.5,37500,Plug-in Hybrid,5,199
Ford,Taurus,3.5L V6 / 2.0L EcoBoost,,282,220,6.5,37500,Petrol,5,400
Mazda,RX-7 Spirit R,1.3L Inline-2 (Wankel),1308,280,250,5.5,37500,Petrol,2,290
Cadillac,XT4,2.0L Turbo Inline-4 Gasoline,2000,235,220,7.6,37490,Petrol,5,350
Toyota,4RUNNER ,V6,3956,270,200,7.5,37400,Petrol,5,400
Chevrolet,Traverse LT,3.6L V6 Gasoline,3600,310,210,7.1,37200,Petrol,7,360
Gmc,Sierra 1500,5.3L V8 Gasoline,5300,355,180,7.3,37100,Petrol,6,519
Bmw,120i,I4,1998,178,230,7.1,37000,Petrol,5,300
Peugeot,508 Saloon,Inline-4,1598,180,210,8.6,37000,Petrol,5,300
Bmw,118i M SPORT,I3,1499,136,213,8.5,37000,Petrol,5,250
Kia,SPORTAGE 2024(HYBRID AWD),I4 + ELECTRIC,,227,180,8,37000,Hybrid,5,350
Ford,Transit Chassis Cab,EcoBlue Turbo Diesel,2000,170,160,11.5,37000,Diesel,2,405
Toyota,GR COROLLA,"1.6L,TURBOCHARGED INLINE-3",1618,300,230,,36995,Petrol,5,370
Gmc,Canyon,2.7L Turbo 4-cylinder,2700,310,190,7.6,36900,Petrol,5,583
Gmc,Acadia,2.0L Turbo 4-cylinder,2000,228,200,7.8,36800,Petrol,7,350
Gmc,Terrain AT4,1.5L Turbo 4-cylinder,1500,175,190,9.6,36500,Petrol,5,275
Mazda,MX-5 Miata RF,2.0L SkyActiv-G,2000,181,225,6.5,36500,Petrol,2,205
Gmc,Canyon Elevation,2.5L I4 engine,2488,200,175,8.5,36300,Petrol,5,259
Chevrolet,Blazer LT,2.5L Inline-4 Gasoline,2500,193,200,9,36100,Petrol,5,255
Kia,SPORTAGE 2024(X-PRO),I4,2480,187,200,8.1,36000,Petrol,5,400
Kia,SPORTAGE SX TURBO,I4,1998,240,210,6.7,36000,Petrol,5,400
Bmw,118D SPORT LINE,I4,1995,150,216,8.4,36000,Diesel,5,380
Volkswagen,Passat Alltrack,2.0L Turbo Diesel I4,1968,215,220,7.8,36000,Diesel,5,400
Kia,Niro SX Hybrid,1.6L Hybrid Turbocharged 4-Cylinder,1591,139,180,10.5,36000,Hybrid,5,265
Bmw,118i SHADOW LINE,I3,1499,136,213,8.5,36000,Petrol,5,250
Nissan,Qashqai Tekna,1.3L Turbo Hybrid Inline-4,1332,,190,9.2,36000,Hybrid,5,270
Ford,E-Series Cutaway,V8 Gasoline Engine,7300,350,140,13,36000,Petrol,2,569
Nissan,NV2500,4.0L V6,3954,,160,10,36000,Petrol,2,385
Chevrolet,Traverse,3.6L V6 Gasoline,3600,310,210,7,35915,Petrol,7,360
Kia,Sorento LX,2.5L 4-Cylinder,2500,191,210,8.5,35500,Petrol,7,246
Peugeot,508,Inline-4,1998,180,235,8,35500,Petrol,5,300
Jeep,Wrangler,3.6L V6 Pentastar Gasoline,3600,285,180,6.8,35195,Petrol,4,353
Ford,Transit Custom,EcoBlue Turbo Diesel,2000,130,160,12.5,35000,Diesel,9,385
Volkswagen,Transporter,2.0L I4 Turbo Diesel,1968,153,180,12.2,35000,Diesel,9,340
Nissan,Xterra,4.0L V6,3954,,200,7.8,35000,Petrol,7,381
Nissan,PATHFINDER,V6,3498,284,225,6.5,35000,Petrol,7,351
Peugeot,5008,Inline-4,1998,165,200,9.5,35000,Diesel,7,400
Volkswagen,Tiguan Allspace,2.0L Turbo I4,1984,207,215,7.6,35000,Petrol,7,320
Volkswagen,Sharan Business,2.0L Diesel I4,1968,167,200,8.3,35000,Diesel,7,350
Peugeot,5008 Allure Premium,Inline-4,1499,130,190,10.2,35000,Petrol,7,240
Nissan,Serena e-Power,1.2L Hybrid,1198,,160,12,35000,Hybrid,7,320
Nissan,MAXIMA,V6,3498,300,240,5.8,35000,Petrol,5,354
Acura,TLX 2.4L,Inline-4,2400,206,210,6,35000,Petrol,5,247
Audi,Q3,I4,1984,248,230,7.3,35000,Petrol,5,400
Volkswagen,Golf Alltrack,2.0L Turbo Diesel I4,1968,174,210,7.1,35000,Petrol,5,350
Volkswagen,Golf Variant Alltrack,2.0L Diesel I4,1968,175,220,7.8,35000,Petrol,5,320
Peugeot,308 GTI,Inline-4,1598,270,250,6,35000,Petrol,5,330
Peugeot,3008 GT,Inline-4,1598,200,220,7.5,35000,Petrol,5,280
Peugeot,3008 GT Line,Inline-4,1598,180,210,8.5,35000,Petrol,5,250
Peugeot,508 SW (Station Wagon),Inline-4,1598,180,220,8.4,35000,Petrol,5,300
Bmw,118i SPORTLINE,I3,1499,136,213,8.5,35000,Petrol,5,250
Bmw,118i URBAN LINE,I3,1499,136,213,8.5,35000,Petrol,5,250
Peugeot,508 Allure,Inline-4,1499,180,225,8,35000,Petrol,5,250
Gmc,Terrain All-Terrain Edition,1.5L Turbocharged I4 engine,1490,170,200,9.3,35000,Petrol,5,275
Toyota,BZ3,ELECTRIC MOTOR,,241,160,7.5,35000,Electric,5,340
Volkswagen,ID.3,Electric,,204,160,7.3,35000,Electric,5,310
Volkswagen,ID.3 Pro,Electric,,204,160,7.3,35000,Electric,5,310
Peugeot,e-208,Electric Motor,,136,150,8.1,35000,Electric,5,260
Ford,Ranger,2.3L Turbo Inline-4 / 2.7L V6,,298,180,,35000,Petrol/Diesel,5,470
Mazda,MX-30 Electric,Electric Motor,,143,140,9.7,35000,Electric,5,271
Nissan,180SX,2.0L Turbo Inline-4,1998,,240,6.8,35000,Petrol,4,275
Nissan,Silvia S15 Spec-R,2.0L Turbo Inline-4,1998,,240,5.6,35000,Petrol,4,300
Volkswagen,Scirocco,2.0L Turbo I4,1984,202,233,6,35000,Petrol,4,350
Volkswagen,Scirocco GTS,2.0L I4 Turbo,1984,220,246,6.5,35000,Petrol,4,350
Volkswagen,Scirocco 16V,1.8L I4 Gas,1781,137,220,7.1,35000,Petrol,4,230
Volkswagen,T-Roc Cabriolet,1.0L I3 Turbo / 1.5L I4 Turbo,,132,205,9.6,35000,Petrol,4,250
Nissan,Atlas,3.0L Inline-4 Diesel,2999,,130,18,35000,Diesel,3,300
Nissan,NT400 Cabstar,3.0L Inline-4 Diesel,2953,,140,15,35000,Diesel,3,350
Peugeot,Boxer L2H2,Inline-4,2200,130,140,14,35000,Diesel,3,350
Nissan,280ZX,2.8L Inline-6,2753,,205,9.5,35000,Petrol,2,210
Chevrolet,Silverado 1500 Custom,4.3L V6 Gasoline,4300,285,180,8.6,34900,Petrol,6,413
Kia,Niro SX Touring,1.6L 4-Cylinder Hybrid,1591,139,180,10.5,34500,Hybrid,5,265
Cadillac,CT4,2.0L Turbo Inline-4 Gasoline,2000,237,250,6,34395,Petrol,5,350
Bmw,118D,I4,1995,150,216,8.4,34000,Diesel,5,380
Bmw,118i XDRIVE,I3,1499,136,211,8.9,34000,Petrol,5,250
Chevrolet,Silverado Custom,4.3L V6 Gasoline,4300,285,180,8.5,33900,Petrol,6,413
Mitsubishi,Outlander Black Edition,2.5L 4-Cylinder,2500,181,190,9.5,33500,Petrol,7,245
Chevrolet,Malibu Premier,2.0L Turbo Inline-4 Gasoline,2000,250,240,5.8,33500,Petrol,5,353
Toyota,VENZA,I4,2494,219,200,7.5,33400,Hybrid,5,400
Chevrolet,Equinox Premier,1.5L Turbo Inline-4 Gasoline,1500,170,200,8.8,33400,Petrol,5,275
Nissan,NV1500,4.0L V6,3954,261,160,9.5,33000,Petrol,12,385
Volkswagen,Sharan,2.0L Turbo I4,1984,185,200,9.3,33000,Petrol/Diesel,7,280
Peugeot,5008 Allure,Inline-4,1499,180,200,8.5,33000,Petrol,7,250
Peugeot,5008 Active,Inline-4,1499,130,190,10.5,33000,Petrol,7,240
Ford,Escape Hybrid,2.5L Inline-4 + Electric,2500,200,180,7.7,33000,Hybrid,5,
Kia,SPORTAGE NIGHTFALL EDITION,I4,2480,187,200,8,33000,Petrol,5,350
Kia,Niro Plug-In Hybrid,1.6L 4-Cylinder Hybrid,1591,139,180,10.5,33000,Hybrid,5,265
Kia,Niro Touring,1.6L 4-Cylinder Hybrid,1591,139,180,10.5,33000,Hybrid,5,265
Volkswagen,Golf Electric,Electric,,136,140,10.4,33000,Electric,5,290
Mitsubishi,Outlander SEL,2.5L 4-Cylinder,2500,181,190,9.5,32500,Petrol,7,245
Mitsubishi,Outlander LE,2.5L 4-Cylinder,2500,181,190,9.5,32500,Petrol,7,245
Mitsubishi,Delica Space Gear,2.4L Petrol,2400,145,170,13,32500,Petrol,7,206
Mitsubishi,Delica Van,2.0L Diesel / 2.2L Diesel,,145,175,11.5,32500,Diesel,7,360
Mazda,Xedos 9,3.0L V6,3000,200,220,7.5,32500,Petrol,5,260
Mazda,CX-50,2.5L Turbocharged,2500,256,220,6.9,32500,Petrol,5,434
Mazda,Millenia S,2.5L V6,2500,200,220,8,32500,Petrol,5,250
Kia,SPORTAGE X-LINE,I4,2480,187,200,8,32500,Petrol,5,350
Mitsubishi,L200 Barbarian X,2.4L Diesel Turbo,2400,181,177,10.5,32500,Diesel,5,430
Ford,Fusion (Mondeo),1.5L EcoBoost / 2.0L Hybrid,,205,220,7.5,32500,Petrol/Hybrid,5,300
Mazda,Sentia Hardtop Coupe,2.5L V6,2500,160,210,8,32500,Petrol,4,220
Mazda,MX-5 Superlight Concept,1.8L Inline-4,1798,143,200,7.5,32500,Petrol,2,160
Mazda,Cosmo Sport (110S),1.0L Inline-2 (Wankel),1000,110,170,10,32500,Petrol,2,150
Volkswagen,Teramont,2.0L I4 Turbo / 3.6L V6 Gas,,256,190,8.6,32000,Petrol,7,350
Nissan,Leopard,3.0L V6,2960,,200,8.4,32000,Petrol,5,265
Kia,SPORTAGE GT-LINE,I4,2480,187,200,8,32000,Petrol,5,350
Nissan,Navara,2.3L Inline-4 Diesel,2298,,180,10.2,32000,Diesel,5,450
Nissan,Rogue Sport SL,2.0L Inline-4,1998,,190,9,32000,Petrol,5,195
Peugeot,3008,Inline-4,1598,180,210,7.5,32000,Petrol,5,400
Kia,Seltos SX Turbo,1.6L Turbocharged 4-Cylinder,1591,175,210,7.5,32000,Petrol,5,264
Ford,Territory,Turbocharged Inline-4,1500,140,180,11,32000,Petrol,5,225
Bmw,118i,I3,1499,136,213,8.5,32000,Petrol,5,220
Peugeot,3008 Allure Premium,Inline-4,1499,130,200,9.8,32000,Petrol,5,240
Volkswagen,Passat Hybrid,1.4L I4 Turbo + Electric Motor,1395,215,210,7.4,32000,Hybrid,5,330
Volkswagen,Golf Variant,1.5L Turbo I4 / 2.0L Diesel I4,,140,220,7.5,32000,Petrol,5,320
Ford,Bronco Sport,1.5L EcoBoost / 2.0L EcoBoost,,216,185,7,32000,Petrol,5,312
Peugeot,Boxer,Diesel I4,2200,140,160,11,32000,Diesel,3,340
Volkswagen,Golf GTI,2.0L Turbo I4,1984,245,250,5.9,31965,Petrol,5,350
Chevrolet,Equinox RS,1.5L Turbo Inline-4 Gasoline,1500,170,200,8.8,31900,Petrol,5,275
Chevrolet,Bolt EV Premier,Single Electric Motor,,200,150,6.5,31700,Electric,5,360
Jeep,Compass,2.0L Turbo Gasoline,2000,200,200,7.8,31590,Petrol,5,320
Mitsubishi,Outlander,2.5L 4-Cylinder,2500,181,190,9.5,31500,Petrol,7,245
Mitsubishi,Endeavor,3.8L V6,3800,225,190,9.5,31500,Petrol,5,343
Ford,Escape (Kuga),1.5L EcoBoost / 2.5L Hybrid,,190,190,7.5,31500,Petrol/Hybrid,5,215
Toyota,PRIUS PRIME,"2.0L,4-CYLINDER,WITH HYBRID SYSTEM",1998,220,180,6.7,31100,Plug-in Hybrid,5,220
Ford,Flex,Naturally Aspirated V6,3500,287,200,7.9,31000,Petrol,7,345
Mazda,BT-50,3.2L Turbo Diesel,3200,200,180,10,31000,Diesel,5,470
Mazda,Mazda6,2.5L Turbocharged,2500,250,240,6.4,31000,Petrol,5,420
Mitsubishi,Triton Athlete,2.4L Diesel Turbo,2400,181,177,10.5,31000,Diesel,5,430
Mitsubishi,Triton GLX-R,2.4L Diesel Turbo,2400,181,177,10.5,31000,Diesel,5,430
Volkswagen,Jetta GLI,2.0L I4 Turbo,1984,228,250,6.5,31000,Petrol,5,350
Volkswagen,Jetta GLI 35th,2.0L I4 Turbo,1984,228,250,6.5,31000,Petrol,5,350
Bmw,116D ADVANTAGE,I3,1496,116,200,10.5,31000,Diesel,5,270
Gmc,Terrain SLT,1.5L Turbocharged I4 engine,1490,170,200,9.4,31000,Petrol,5,275
Chevrolet,Colorado,2.7L Turbo Inline-4 Gasoline,2700,310,190,6.8,30695,Petrol,5,583
Mitsubishi,Outlander SE,2.5L 4-Cylinder,2500,181,190,9.5,30500,Petrol,7,245
Hyundai,Tucson,2.5L Inline-4,2500,187,180,6.1,30500,Petrol/Hybrid,5,400
Mazda,CX-7,2.3L Turbocharged,2300,244,210,7.9,30500,Petrol,5,350
Nissan,Caravan Coach,2.5L Inline-4 Diesel,2498,,140,14,30000,Diesel,7,260
Nissan,FRONTIER,V6,3799,310,180,6.8,30000,Petrol,5,381
Nissan,Gloria,2.5L V6,2498,,210,8.6,30000,Petrol,5,250
Kia,SPORTAGE EX,I4,2480,187,200,8,30000,Petrol,5,250
Acura,ILX Technology Package,Inline-4,2400,201,200,6.6,30000,Petrol,5,180
Acura,ILX Special Edition,Inline-4,2400,201,200,6.6,30000,Petrol,5,180
Mitsubishi,Triton (L200),2.4L Diesel Turbo,2400,181,177,10.5,30000,Diesel,5,430
Ford,Focus ST,2.3L Turbo Inline-4,2300,280,250,5.7,30000,Petrol,5,420
Bmw,M135i XDRIVE,I4,1998,302,250,4.8,30000,Petrol,5,450
Nissan,Pulsar GTI-R,2.0L Turbo Inline-4,1998,,225,6,30000,Petrol,5,280
Volkswagen,T-Roc,2.0L Turbo I4,1984,208,205,7.2,30000,Petrol,5,320
Volkswagen,Polo GTI Clubsport,2.0L I4 Turbo,1984,300,240,6.7,30000,Petrol,5,320
Volkswagen,Polo GTI Plus,2.0L I4 Turbo,1984,207,237,6.7,30000,Petrol,5,320
Volkswagen,Golf Variant TDI,2.0L Diesel I4,1968,167,220,7.8,30000,Diesel,5,350
Kia,Niro EX,1.6L 4-Cylinder Hybrid,1591,139,180,10.5,30000,Hybrid,5,265
Kia,Seltos X-Line Turbo,1.6L Turbocharged 4-Cylinder,1591,175,210,7.5,30000,Petrol,5,264
Peugeot,3008 Allure,Inline-4,1499,180,210,8,30000,Petrol,5,250
Peugeot,3008 Active,Inline-4,1499,130,200,10,30000,Petrol,5,240
Honda,CR-V,I4,1498,190,186,8.2,30000,Petrol/Hybrid,5,400
Volkswagen,Golf Sportsvan,1.5L Turbo I4,1498,140,210,8.9,30000,Petrol,5,250
Volkswagen,Golf TGI,1.5L I4 CNG,1498,130,220,8.8,30000,Petrol,5,200
Bmw,116D,I3,1496,116,200,10.3,30000,Diesel,5,280
Bmw,116D EFFICIENTDYNAMICS,I3,1496,116,200,10.9,30000,Diesel,5,270
Volkswagen,Passat Variant,1.5L I4 Turbo / 2.0L Diesel,,195,220,8.5,30000,Petrol,5,280
Acura,ILX Premium,I4,,201,200,6.6,30000,Petrol,5,180
Toyota,TOYOTA  GR86,BOXER-4,2387,228,226,5.6,30000,Petrol,4,250
Nissan,200SX,2.0L Turbo Inline-4,1998,,240,7.2,30000,Petrol,4,265
